ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Predicted_Pack_Price,Residuals,Cost_Saving_Potential
7125,116-ZA-T01,Pre-PQ Process,SCMS-23500,ASN-2293,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,20-Aug-08,8-May-08,8-May-08,ARV,Pediatric,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,40,1479.6,36.99,0.12,ABBVIE (Abbott) Logis. UK,No,Weight Captured Separately,Freight Included in Commodity Cost,2.37,36.40089999999994,0.5891000000000588,Low
7126,116-ZA-T01,Pre-PQ Process,SCMS-23500,ASN-2484,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,20-Aug-08,14-Aug-08,14-Aug-08,ARV,Adult,S. BUYS WHOLESALER,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30,150,5737.5,38.25,1.27,Gilead(Nycomed) Oranienburg DE,Yes,Weight Captured Separately,Freight Included in Commodity Cost,9.18,38.13919999999999,0.11080000000001178,Low
7127,116-ZA-T01,Pre-PQ Process,SCMS-23500,ASN-2293,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,20-Aug-08,8-May-08,8-May-08,ARV,Adult,S. BUYS WHOLESALER,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,1500,23790.0,15.86,0.53,"Cipla, Goa, India",No,Weight Captured Separately,Freight Included in Commodity Cost,38.06,15.839499999999994,0.020500000000005514,Low
7128,116-ZA-T01,Pre-PQ Process,SCMS-23500,ASN-2300,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,20-Aug-08,14-May-08,14-May-08,ARV,Pediatric,S. BUYS WHOLESALER,"Lamivudine 10mg/ml [Epivir], oral solution, Bottle, 240 ml",Lamivudine,Epivir,10mg/ml,Oral solution,240,470,2942.2,6.26,0.03,GSK Mississauga (Canada),No,Weight Captured Separately,Freight Included in Commodity Cost,4.71,6.542500000000002,-0.2825000000000024,Low
7129,116-ZA-T01,Pre-PQ Process,SCMS-23500,ASN-2299,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,20-Aug-08,14-May-08,14-May-08,ARV,Pediatric,S. BUYS WHOLESALER,"Zidovudine 10mg/ml [Retrovir], oral solution, Bottle, 200 ml",Zidovudine,Retrovir,10mg/ml,Oral solution,200,140,960.4,6.86,0.03,GSK Mississauga (Canada),Yes,Weight Captured Separately,Freight Included in Commodity Cost,1.54,6.598600000000007,0.26139999999999297,Low
7172,130-NG-T01,Pre-PQ Process,SCMS-24590,ASN-2024,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,6/2/2008,31-Jul-08,31-Jul-08,31-Jul-08,ANTM,Malaria,IDA FOUNDATION,"Sulfadoxine/Pyrimethamine 500/25mg, tablets, 1000 Tabs",Sulfadoxine/Pyrimethamine,Generic,500/25mg,Tablet - FDC,1000,20,527.0,26.35,0.03,"Micro Labs Ltd. (Brown & Burk), India",Yes,1920,20134.43,0.84,28.690099999999962,-2.3400999999999605,Low
7176,107-RW-T01,Pre-PQ Process,SCMS-25080,ASN-2396,Rwanda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,6/12/2008,18-Oct-08,18-Oct-08,18-Oct-08,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,3400,108800.0,32.0,1.6,"Trinity Biotech, Plc",Yes,1131,22370.64,174.08,32.0,0.0,Low
7183,107-RW-T01,Pre-PQ Process,SCMS-25210,ASN-1966,Rwanda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,6/12/2008,4-Jul-08,4-Jul-08,4-Jul-08,HRDT,HIV test,Premier Medical Corporation Ltd.,"HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit, 30 Tests","HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit",First Response,,Test kit,30,6180,101970.0,16.5,0.55,Premier Med. Corp Ltd. India,Yes,2130,17331.66,163.15,16.418099999999995,0.08190000000000452,Low
7184,113-ZW-T01,Pre-PQ Process,SCMS-25310,ASN-2632,Zimbabwe,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,6/12/2008,17-Nov-08,17-Nov-08,17-Nov-08,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,,Test kit,25,7864,157280.0,20.0,0.8,"Standard Diagnostics, Korea",Yes,2450,18087.86,308.27,18.4356,1.5643999999999991,Low
7201,107-RW-T01,Pre-PQ Process,SCMS-25530,ASN-2068,Rwanda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,6/13/2008,22-Jul-08,22-Jul-08,22-Jul-08,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,45168,414642.24,9.18,0.15,"Aurobindo Unit III, India",Yes,3953,23071.26,663.43,9.148299999999992,0.03170000000000783,Low
7202,116-ZA-T01,Pre-PQ Process,SCMS-25550,ASN-2294,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,17-Jun-08,17-Jun-08,17-Jun-08,ARV,Adult,S. BUYS WHOLESALER,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30,60,2368.2,39.47,1.32,"Aspen-OSD, Port Elizabeth, SA",Yes,Weight Captured Separately,Freight Included in Commodity Cost,3.79,38.92559999999993,0.544400000000067,Low
7218,108-VN-T01,Pre-PQ Process,SCMS-26180,ASN-2274,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/1/2008,19-Sep-08,19-Sep-08,19-Sep-08,ARV,Adult,Aurobindo Pharma Limited,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,4200,12180.0,2.9,0.05,"Aurobindo Unit III, India",No,See ASN-2274 (ID#:610),See ASN-2274 (ID#:610),19.49,2.9050000000000007,-0.005000000000000782,Low
7244,116-ZA-T01,Pre-PQ Process,SCMS-26820,ASN-2488,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,10-Jul-08,8-Jul-08,8-Jul-08,ARV,Adult,S. BUYS WHOLESALER,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,120,2428.8,20.24,0.34,"Cipla, Goa, India",No,Weight Captured Separately,Freight Included in Commodity Cost,3.89,20.203700000000012,0.036299999999986454,Low
7259,102-GY-T01,Pre-PQ Process,SCMS-27030,ASN-2639,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,8/21/2008,29-Oct-08,13-Oct-08,13-Oct-08,HRDT,HIV test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,,Test kit - Ancillary,100,213,2.13,0.01,0.0,Inverness Japan,Yes,14,180,0.0,0.010000000000000007,-6.938893903907228e-18,Low
7260,133-NG-T01,Pre-PQ Process,SCMS-27070,ASN-2353,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,8/21/2008,12-Sep-08,3-Sep-08,3-Sep-08,HRDT,HIV test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,,Test kit - Ancillary,100,6875,68.75,0.01,0.0,Inverness Japan,Yes,Weight Captured Separately,Invoiced Separately,0.11,0.010000000000000007,-6.938893903907228e-18,Low
7276,117-ET-T01,Pre-PQ Process,SCMS-27810,ASN-2591,Ethiopia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/31/2008,6-Oct-08,6-Oct-08,6-Oct-08,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,,Test kit,20,4200,134400.0,32.0,1.6,"Trinity Biotech, Plc",Yes,1413,18180.65,215.04,32.0,0.0,Low
7321,111-MZ-T01,Pre-PQ Process,SCMS-28730,ASN-2658,Mozambique,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,8/26/2008,1-Nov-08,1-Nov-08,1-Nov-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,,Test kit,100,7690,553603.1,71.99,0.72,Inverness Japan,No,See ASN-2658 (ID#:4650),See ASN-2658 (ID#:4650),1085.06,72.07009999999985,-0.0800999999998595,Low
7325,116-ZA-T01,Pre-PQ Process,SCMS-28830,ASN-2502,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,25-Aug-08,18-Aug-08,18-Aug-08,ARV,Adult,S. BUYS WHOLESALER,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,240,4860.0,20.25,0.34,"Cipla, Goa, India",No,Weight Captured Separately,Freight Included in Commodity Cost,7.78,20.12960000000001,0.1203999999999894,Low
7326,116-ZA-T01,Pre-PQ Process,SCMS-28830,ASN-2503,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,25-Aug-08,14-Aug-08,14-Aug-08,ARV,Pediatric,S. BUYS WHOLESALER,"Stavudine 1mg/ml [Zerit], powder for oral solution, Bottle, 200 ml",Stavudine,Zerit,1mg/ml,Powder for oral solution,200,120,176.4,1.47,0.01,"BMS Meymac, France",No,Weight Captured Separately,Freight Included in Commodity Cost,0.28,1.3650999999999995,0.10490000000000044,Low
7327,116-ZA-T01,Pre-PQ Process,SCMS-28830,ASN-2503,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,25-Aug-08,14-Aug-08,14-Aug-08,ARV,Adult,S. BUYS WHOLESALER,"Lamivudine 150mg [Epivir], tablets, 60 Tabs",Lamivudine,Epivir,150mg,Tablet,60,1500,7965.0,5.31,0.09,GSK Cape Town Factory (South Africa),No,Weight Captured Separately,Freight Included in Commodity Cost,12.74,5.3382999999999985,-0.02829999999999888,Low
7338,104-CI-T01,Pre-PQ Process,SCMS-29330,ASN-2923,C̫te d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,9/3/2008,23-Jan-09,23-Jan-09,23-Jan-09,ACT,ACT,IDA FOUNDATION,"Artesunate+Amodiaquine 50+153mg, tablets, co-blister 12+12 Tabs",Artesunate+Amodiaquine,Generic,50+153mg,Tablet - FDC + co-blister,24,25000,17500.0,0.7,0.03,Ipca Dadra/Nagar Haveli IN,Yes,634,8530.29,34.3,0.7510000000000012,-0.05100000000000127,Low
7398,104-CI-T01,Pre-PQ Process,SCMS-30410,ASN-2712,C̫te d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,9/18/2008,24-Nov-08,24-Nov-08,24-Nov-08,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","HIV, Genie II HIV-1/HIV-2 Kit",Genie,,Test kit,40,603,45828.0,76.0,1.9,Bio-Rad Laboratories,Yes,679,9698.22,89.82,76.3809,-0.3808999999999969,Low
7421,119-NA-T01,Pre-PQ Process,SCMS-31190,ASN-2718,Namibia,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,9/24/2008,28-Oct-08,28-Oct-08,28-Oct-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Clearview Complete Kit, 25 Tests","HIV 1/2, Clearview Complete Kit",Clearview,,Test kit,25,7,525.0,75.0,3.0,Inverness USA,Yes,3,85.27,1.03,75.0,0.0,Low
7436,108-VN-T01,Pre-PQ Process,SCMS-31720,ASN-3312,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/21/2008,27-Feb-09,27-Feb-09,27-Feb-09,ARV,Adult,Aurobindo Pharma Limited,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,7800,22620.0,2.9,0.05,"Aurobindo Unit III, India",No,See ASN-3312 (ID#:6081),See ASN-3312 (ID#:6081),44.34,2.904000000000001,-0.004000000000000892,Low
7467,117-ET-T01,Pre-PQ Process,SCMS-32630,ASN-3154,Ethiopia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/27/2008,26-Jan-09,26-Jan-09,26-Jan-09,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,,Test kit,1,3510,80730.0,23.0,23.0,"KHB Test Kit Facility, Shanghai China",Yes,2535,20083.74,158.23,23.0,0.0,Low
7468,117-ET-T01,Pre-PQ Process,SCMS-32640,ASN-2933,Ethiopia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/27/2008,3-Dec-08,1-Dec-08,1-Dec-08,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,,Test kit,1,3510,80730.0,23.0,23.0,"KHB Test Kit Facility, Shanghai China",Yes,2535,23035.69,158.23,23.0,0.0,Low
7469,117-ET-T01,Pre-PQ Process,SCMS-32640,ASN-2934,Ethiopia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/27/2008,3-Dec-08,1-Dec-08,1-Dec-08,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,,Test kit,1,3510,80730.0,23.0,23.0,"KHB Test Kit Facility, Shanghai China",Yes,2535,23035.69,158.23,23.0,0.0,Low
7475,116-ZA-T01,Pre-PQ Process,SCMS-33320,ASN-3553,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,17-May-09,9-Oct-08,9-Oct-08,ARV,Adult,S. BUYS WHOLESALER,"Zidovudine 300mg [Retrovir], tablets, 60 Tabs",Zidovudine,Retrovir,300mg,Tablet,60,350,4417.0,12.62,0.21,GSK Aranda,No,Weight Captured Separately,Freight Included in Commodity Cost,8.66,12.565399999999995,0.0546000000000042,Low
7476,116-ZA-T01,Pre-PQ Process,SCMS-33320,ASN-3553,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,17-May-09,9-Oct-08,9-Oct-08,ARV,Adult,S. BUYS WHOLESALER,"Lamivudine 150mg [Epivir], tablets, 60 Tabs",Lamivudine,Epivir,150mg,Tablet,60,1200,5772.0,4.81,0.08,GSK Cape Town Factory (South Africa),No,Weight Captured Separately,Freight Included in Commodity Cost,11.31,4.949199999999998,-0.139199999999998,Low
7477,116-ZA-T01,Pre-PQ Process,SCMS-33320,ASN-3553,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,Date Not Captured,17-May-09,9-Oct-08,9-Oct-08,ARV,Pediatric,S. BUYS WHOLESALER,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,25mg,Chewable/dispersible tablet,60,10,123.1,12.31,0.21,"BMS Meymac, France",No,Weight Captured Separately,Freight Included in Commodity Cost,0.24,12.54079999999998,-0.23079999999997902,Low
7607,108-VN-T01,Pre-PQ Process,SCMS-37160,ASN-3561,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/16/2009,7-Apr-09,7-Apr-09,7-Apr-09,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,4032,34715.52,8.61,0.14,"Aurobindo Unit III, India",No,See ASN-3561 (ID#:2297),See ASN-3561 (ID#:2297),68.04,8.587500000000011,0.022499999999988418,Low
7638,109-TZ-T01,Pre-PQ Process,SCMS-38400,ASN-3694,Tanzania,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,2/5/2009,27-May-09,27-May-09,27-May-09,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,12560,516216.0,41.1,0.34,ABBVIE Ludwigshafen Germany,Yes,3073,12815.42,1011.78,41.22899999999994,-0.12899999999994094,Low
7675,104-CI-T01,Pre-PQ Process,SCMS-39420,ASN-3632,C̫te d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/24/2009,24-Mar-09,24-Mar-09,24-Mar-09,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,,Test kit,100,2000,140000.0,70.0,0.7,Inverness Japan,Yes,453,8603.58,274.4,70.0,0.0,Low
7695,106-HT-T01,Pre-PQ Process,SCMS-39970,ASN-3628,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/6/2009,2-Apr-09,2-Apr-09,2-Apr-09,ARV,Pediatric,Aurobindo Pharma Limited,"Didanosine 200mg, chewable/dispersible tablets, 60 Tabs",Didanosine,Generic,200mg,Chewable/dispersible tablet,60,40,620.0,15.5,0.26,"Aurobindo Unit III, India",No,See ASN-3628 (ID#:2399),See ASN-3628 (ID#:2399),1.22,16.9569,-1.456900000000001,Low
7696,106-HT-T01,Pre-PQ Process,SCMS-40010,ASN-3629,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/6/2009,7-Apr-09,7-Apr-09,7-Apr-09,ARV,Pediatric,Aurobindo Pharma Limited,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,1242,2782.08,2.24,0.07,"Aurobindo Unit III, India",Yes,96,1448.55,5.45,2.364000000000003,-0.12400000000000277,Low
7708,106-HT-T01,Pre-PQ Process,SCMS-40310,ASN-3664,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/9/2009,24-Mar-09,24-Mar-09,24-Mar-09,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit",Capillus,,Test kit,100,110,15290.0,139.0,1.39,"Trinity Biotech, Plc",Yes,78,1953.6,29.97,139.0,0.0,Low
7718,116-ZA-T01,Pre-PQ Process,SCMS-40780,ASN-3607,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,17-Mar-09,28-Nov-08,28-Nov-08,ARV,Adult,S. BUYS WHOLESALER,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,300,3699.0,12.33,0.21,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,7.25,12.732299999999995,-0.402299999999995,Low
7719,116-ZA-T01,Pre-PQ Process,SCMS-40780,ASN-3607,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,17-Mar-09,28-Nov-08,28-Nov-08,ARV,Pediatric,S. BUYS WHOLESALER,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,540,2030.4,3.76,0.02,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,3.98,4.113199999999996,-0.35319999999999663,Low
7720,116-ZA-T01,Pre-PQ Process,SCMS-40780,ASN-3607,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,17-Mar-09,28-Nov-08,28-Nov-08,ARV,Adult,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,1500,47880.0,31.92,0.27,ABBVIE Ludwigshafen Germany,No,Weight Captured Separately,Freight Included in Commodity Cost,93.84,33.824900000000035,-1.9049000000000333,Low
7721,116-ZA-T01,Pre-PQ Process,SCMS-40810,ASN-3634,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,31-Mar-09,2-Dec-08,2-Dec-08,ARV,Adult,S. BUYS WHOLESALER,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,6734,98383.74,14.61,0.49,"Cipla, Goa, India",No,Weight Captured Separately,Freight Included in Commodity Cost,192.83,14.549299999999983,0.06070000000001663,Low
7728,116-ZA-T01,Pre-PQ Process,SCMS-41050,ASN-3635,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,21-Apr-09,5-Dec-08,5-Dec-08,ARV,Pediatric,S. BUYS WHOLESALER,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,144,440.64,3.06,0.1,"Aurobindo Unit III, India",No,See ASN-3635 (ID#:3745),See ASN-3635 (ID#:3745),0.86,3.012800000000001,0.04719999999999924,Low
7729,116-ZA-T01,Pre-PQ Process,SCMS-41090,ASN-3626,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,9-Jun-09,27-Jan-09,27-Jan-09,ARV,Pediatric,S. BUYS WHOLESALER,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,2996,9197.72,3.07,0.1,"Aurobindo Unit III, India",Yes,Weight Captured Separately,Freight Included in Commodity Cost,18.03,3.062299999999996,0.007700000000003815,Low
7730,116-ZA-T01,Pre-PQ Process,SCMS-41140,ASN-3752,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,31-Mar-09,21-Nov-08,21-Nov-08,ARV,Adult,S. BUYS WHOLESALER,"Saquinavir 200mg [Invirase], capsules, 270 Caps",Saquinavir,Invirase,200mg,Capsule,270,30,1634.7,54.49,0.2,Roche Basel,No,Weight Captured Separately,Freight Included in Commodity Cost,3.2,54.499999999999915,-0.009999999999912745,Low
7731,116-ZA-T01,Pre-PQ Process,SCMS-41140,ASN-3752,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,31-Mar-09,21-Nov-08,21-Nov-08,ARV,Pediatric,S. BUYS WHOLESALER,"Efavirenz 50mg [Stocrin/Sustiva], capsule, 30 Caps",Efavirenz,Stocrin/Sustiva,50mg,Capsule,30,400,912.0,2.28,0.08,"MSD Midrand, J'burg, SA",No,Weight Captured Separately,Freight Included in Commodity Cost,1.79,2.382300000000002,-0.10230000000000228,Low
7732,116-ZA-T01,Pre-PQ Process,SCMS-41140,ASN-3752,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,31-Mar-09,21-Nov-08,21-Nov-08,ARV,Pediatric,S. BUYS WHOLESALER,"Didanosine 100mg [Videx],chewable tablets, 60 Tabs",Didanosine,Videx,100mg,Chewable/dispersible tablet,60,10,100.6,10.06,0.17,"BMS Meymac, France",No,Weight Captured Separately,Freight Included in Commodity Cost,0.2,10.087499999999988,-0.027499999999987423,Low
7734,116-ZA-T01,Pre-PQ Process,SCMS-41190,ASN-3732,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,30-Mar-09,21-Jan-09,21-Jan-09,ARV,Pediatric,S. BUYS WHOLESALER,"Stavudine 1mg/ml [Zerit], powder for oral solution, Bottle, 200 ml",Stavudine,Zerit,1mg/ml,Powder for oral solution,200,650,741.0,1.14,0.01,"BMS Meymac, France",No,Weight Captured Separately,Freight Included in Commodity Cost,1.45,1.2106000000000003,-0.07060000000000044,Low
7735,116-ZA-T01,Pre-PQ Process,SCMS-41190,ASN-3732,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,30-Mar-09,21-Jan-09,21-Jan-09,ARV,Pediatric,S. BUYS WHOLESALER,"Lamivudine 10mg/ml [Epivir], oral solution, Bottle, 240 ml",Lamivudine,Epivir,10mg/ml,Oral solution,240,350,1781.5,5.09,0.02,GSK Mississauga (Canada),No,Weight Captured Separately,Freight Included in Commodity Cost,3.49,5.133599999999992,-0.043599999999992534,Low
7736,116-ZA-T01,Pre-PQ Process,SCMS-41200,ASN-3735,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,Date Not Captured,30-Mar-09,21-Jan-09,21-Jan-09,ARV,Pediatric,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,70,2163.7,30.91,0.1,ABBVIE (Abbott) Logis. UK,Yes,Weight Captured Separately,Freight Included in Commodity Cost,4.24,32.557699999999976,-1.6476999999999755,Low
7741,116-ZA-T01,Pre-PQ Process,SCMS-41440,ASN-4180,South Africa,PMO - US,Direct Drop,DDP,Truck,Pre-PQ Process,3/18/2009,14-Apr-09,14-Apr-09,14-Apr-09,ARV,Pediatric,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,440,15831.2,35.98,0.12,ABBVIE (Abbott) Logis. UK,Yes,Weight Captured Separately,Freight Included in Commodity Cost,31.03,35.464199999999984,0.5158000000000129,Low
7748,116-ZA-T01,Pre-PQ Process,SCMS-41581,ASN-4196,South Africa,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,3/27/2009,25-Jun-09,14-Apr-09,14-Apr-09,ARV,Pediatric,S. BUYS WHOLESALER,"Stavudine 1mg/ml, powder for oral solution, 200 ml",Stavudine,Generic,1mg/ml,Oral solution,200,1500,3150.0,2.1,0.01,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,6.17,1.9253999999999971,0.17460000000000298,Low
